Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Bruce Aerospace,https://www.crunchbase.com/organization/bruce-aerospace,"Dayton, Nevada, United States",,Active,For Profit,,,1956-01-01,year,"Aerospace, Manufacturing, Retail"
Blue Cab,https://www.crunchbase.com/organization/blue-cab,"Forest Park, Illinois, United States","Blue Cab provides transportation services. They provide taxi cab service, airport transportation, passenger transportation, medical car and paratransit, school bus transportation, hospital transportation, children transportation, education transportation, transportation for the disabled, and corporate transportation. They provide inquiries through online applications, email, and phone calls.",Active,For Profit,,,1923-01-01,year,"Air Transportation, Medical, Transportation"
River Hawk Aviation Inc,https://www.crunchbase.com/organization/river-hawk-aviation-inc,"Hickory, North Carolina, United States",,Active,For Profit,,,1920-01-01,day,Air Transportation
Western Fibre Products,https://www.crunchbase.com/organization/western-fibre-products,"South Gate, California, United States",,Active,For Profit,,,1963-01-01,year,"Aerospace, Electronics, Machinery Manufacturing, Manufacturing"
Penn Yan Aero,https://www.crunchbase.com/organization/penn-yan-aero,"Penn Yan, New York, United States",,Active,For Profit,,,1945-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing"
MJ Aircraft,https://www.crunchbase.com/organization/mj-aircraft,"Anderson, Indiana, United States","MJ Aircraft offers aircraft interior refurbishment services. Their designs includes luxe creams, crisp greys, and rich browns. They offers customer support through phone contact.",Active,For Profit,,,1967-01-01,year,"Aerospace, Interior Design, Service Industry"
Space Systems Command,https://www.crunchbase.com/organization/space-systems-command,"El Segundo, California, United States",,Active,For Profit,,,1954-01-01,year,"Aerospace, Manufacturing, Space Travel"
Avemco,https://www.crunchbase.com/organization/avemco,"Frederick, Maryland, United States",,Active,For Profit,,,1961-01-01,year,"Aerospace, Air Transportation, Finance, Financial Services, Insurance, Life Insurance, Marine Transportation"
Hartzell Aerospace,https://www.crunchbase.com/organization/hartzell-aerospace,"Valencia, California, United States","Hartzell Aerospace Group designs and manufactures various products to support aerospace and industrial applications. It offers noise attenuation products, such as APU inlets, APU exhausts, and ECS noise mufflers; freeze protection products, which include tank heaters, duct heaters, wrap heaters, inline/innerline heaters, valve heaters, gasket heaters, and drain masts; and ice protection products, including propeller heaters, wing and tail de-icing/anti-icing products, and inlet anti-icing products.",Active,For Profit,,,1949-01-01,year,"Aerospace, Manufacturing"
Tube Processing Corporation,https://www.crunchbase.com/organization/tube-processing-corporation,"Indianapolis, Indiana, United States",,Active,For Profit,,,1953-01-01,day,"Aerospace, Manufacturing"
Aero Hardware & Parts,https://www.crunchbase.com/organization/aero-hardware-parts,"Armonk, New York, United States",,Active,For Profit,,,1963-01-01,year,"Aerospace, Hardware, Wholesale"
Serra International,https://www.crunchbase.com/organization/serra-international,"Jersey City, New Jersey, United States",,Active,For Profit,,,1919-01-01,year,"Air Transportation, Logistics, Marine Transportation, Shipping, Shipping Broker, Transportation"
Sabrin,https://www.crunchbase.com/organization/sabrin,"Pasadena, California, United States",,Active,For Profit,,,1961-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing"
Hollingsead International,https://www.crunchbase.com/organization/hollingsead-international,"Ventura, California, United States",Hollingsead International is designs and fabricates avionics systems.,Active,For Profit,,,1959-01-01,year,Aerospace
Sallee Horse Vans,https://www.crunchbase.com/organization/sallee-horse-vans,"Lexington, Kentucky, United States",,Active,For Profit,,,1963-01-01,year,"Air Transportation, Events, Racing, Transportation"
Hixson Metal Finishing,https://www.crunchbase.com/organization/hixson-metal-finishing,"Newport Beach, California, United States",,Active,For Profit,,,1958-01-01,year,"Aerospace, Foundries, Manufacturing"
Millipart,https://www.crunchbase.com/organization/millipart,"Glendora, California, United States",,Active,For Profit,,,1954-01-01,day,"Aerospace, Manufacturing"
Talent Industries,https://www.crunchbase.com/organization/talent-industries,"Redford, Michigan, United States","Talent Industries offers automotive, aerospace, medical, research and development, oil and gas, defense, and entertainment industries in the manufacture of tooling. Machines produced stainless and alloy steels, titanium, brass, bronze, aluminum, Inconel, cast iron, and similar metals, and plastics. The product precision gages, tools, fixtures, prototype parts, and production machining. Industries served automotive, aerospace, medical, research, and development, oil and gas, defense, and entertainment.",Active,For Profit,,,1954-01-01,year,"Aerospace, Automotive, Industrial Manufacturing, Oil and Gas"
Ashley Machine & Tool,https://www.crunchbase.com/organization/ashley-machine-tool,"Wyoming, West Virginia, United States","Ashley Machine & Tool Co manufactures, develops, and delivers aircraft components.  Production control, machining, grinding, tool setters, sawing, heat treatment, polishing, and metal finishing, among other services, are all available.",Active,For Profit,,,1945-01-01,year,"Aerospace, Industrial, Manufacturing"
Clarksville Regional Airport,https://www.crunchbase.com/organization/clarksville-regional-airport,"Clarksville, Tennessee, United States","Clarksville Regional Airport offers space for event rentals and flight lessons. They provide services for fuel, hangars, maintenance, corporate travel, ground transportation, concierge, and flight schools.",Active,For Profit,,,1937-01-01,year,"Aerospace, Freight Service, Transportation"
Crystal Mark,https://www.crunchbase.com/organization/crystal-mark,"Glendale, California, United States",,Active,For Profit,,,1967-01-01,day,"Aerospace, Manufacturing, Medical Device"
Space Sciences Services,https://www.crunchbase.com/organization/space-sciences-services,"Dothan, Alabama, United States","Space Sciences Services provides inspection services to the utility, paper mill, petrochemical, aerospace, and construction industries. Their company strives to accommodate the industry's constant demand for a diversified independent testing laboratory. Their staff has many years of broad technical and practical experience in the fields of mechanical integrity, nondestructive testing, metallurgical and chemical analysis.",Active,For Profit,,,1961-01-01,year,"Aerospace, Mechanical Engineering, Test and Measurement, Training"
Cheek Engineering & Manufacturing,https://www.crunchbase.com/organization/cheek-engineering-manufacturing,"Irvine, California, United States",,Active,For Profit,,,1949-01-01,year,"Aerospace, Automotive, Commercial, Manufacturing"
AeroFlite Aerial Firefighting,https://www.crunchbase.com/organization/aeroflite-aerial-firefighting,"Spokane, Washington, United States",AeroFlite Aerial Firefighting is an aviation company that provides aircraft and operational support for aerial fire suppression services. Their contract services for both the cl-415 scooper and avro rj85 airtanker aircraft. They offers customer support through email and phone contact.,Active,For Profit,,,1963-01-01,year,"Aerospace, Field Support, Service Industry"
Fayetteville Regional Airport,https://www.crunchbase.com/organization/fayetteville-regional-airport,"Fayetteville, North Carolina, United States",Fayetteville Regional Airport offers air travel services. Their customers contact them through phone and online applications.,Active,For Profit,,,1912-01-01,year,"Aerospace, Air Transportation, Rental, Travel"
VIATAS,https://www.crunchbase.com/organization/viatas,"Bloomingdale, Illinois, United States",,Active,For Profit,,,1966-01-01,year,"Air Transportation, Public Transportation, Transportation"
Reeder Flying Service,https://www.crunchbase.com/organization/reeder-flying-service,"Twin Falls, Idaho, United States",,Active,For Profit,,,1941-01-01,year,"Aerospace, Business Development, Management Consulting, Public Safety"
Aero Wheel and Brake Service,https://www.crunchbase.com/organization/aero-wheel-and-brake-service,"Montebello, California, United States",,Active,For Profit,,,1966-01-01,year,"Aerospace, Retail"
Queen Bee Air Specialties,https://www.crunchbase.com/organization/queen-bee-air-specialties,"Rigby, Idaho, United States",,Active,For Profit,,,1965-01-01,year,"Aerospace, Quality Assurance, Sales"
Mercury Aviation,https://www.crunchbase.com/organization/mercury-aviation,"Torrance, California, United States",,Active,For Profit,,,1956-01-01,year,"Aerospace, Air Transportation, Freight Service, Fuel, Logistics"
Casher's Aviation Finishes,https://www.crunchbase.com/organization/casher-s-aviation-finishes,"Harrisburg, Pennsylvania, United States",,Active,For Profit,,,1940-01-01,year,"Aerospace, Chemical, Product Design, Retail, Supply Chain Management"
Dane County Regional Airport,https://www.crunchbase.com/organization/dane-county-regional-airport,"Madison, Wisconsin, United States",,Active,For Profit,,,1939-01-01,year,"Air Transportation, Transportation, Travel"
Boca Raton Airport,https://www.crunchbase.com/organization/boca-raton-airport,"Boca Raton, Florida, United States",,Active,For Profit,,,1936-01-01,year,"Air Transportation, Tourism, Travel"
Shellcast,https://www.crunchbase.com/organization/shellcast,"Montague, Michigan, United States",,Active,For Profit,,,1961-01-01,year,"Aerospace, Commercial, Industrial"
Bearing Inspection,https://www.crunchbase.com/organization/bearing-inspection,"Los Alamitos, California, United States","Bearing Inspection has been working with aerospace engine bearings since the introduction of jet turbines as an industry standard. By continually working alongside international industry regulators like the FAA and CAAC, Bii's proven process has been inspecting and reconditioning more than 30,000 main engine, gearbox and Auxiliary Power Unit (APU) bearings each year on more than 80 different platforms.",Active,For Profit,,,1957-01-01,year,Aerospace
Tri-Cities Airport,https://www.crunchbase.com/organization/tri-cities-airport,"Blountville, Tennessee, United States","Tri-Cities Airport offers flight services, passenger services, and airport guide services. They provide airline information, ground transportation, and flight training services. They also offer general aviation, restaurants, bars, and gift shops.",Active,For Profit,,,1937-01-01,year,"Aerospace, Air Transportation, Commercial, Service Industry"
Maule Air,https://www.crunchbase.com/organization/maule-air,"Moultrie, Georgia, United States",,Active,For Profit,,,1941-01-01,day,"Aerospace, Manufacturing, Sales"
Mid-Continent Aircraft,https://www.crunchbase.com/organization/mid-continent-aircraft,"Hayti, Missouri, United States",,Active,For Profit,,,1949-01-01,year,"Aerospace, Consulting, Insurance, Leasing"
Supreme Edgelight Devices,https://www.crunchbase.com/organization/supreme-edgelight-devices,"Grass Valley, California, United States","Supreme Edgelight Devices is a manufacturer of military and private aircraft parts. Supreme Edgelight Devices was founded in 1952 and was headquartered in California, USA.",Active,For Profit,,,1952-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing, Mechanical Engineering, Product Design"
Extreme Precision Screw Products,https://www.crunchbase.com/organization/extreme-precision-screw-products,"Flint, Michigan, United States",,Active,For Profit,,,1943-01-01,year,"Aerospace, Manufacturing, Wholesale"
Alton Manufacturing,https://www.crunchbase.com/organization/alton-manufacturing,"Rochester, Minnesota, United States","Alton is a manufacturing company that provides components for companies in the transportation, medical, and defense industries. Alton Manufacturing provides a versatile source to provide total manufacturing solutions with quality, cost-effectiveness, and delivery. The company provides prototyping, supply chain management, quality assurance, and product testing engineering. Telephone contact used for inquiries.",Active,For Profit,,,1967-01-01,year,"Aerospace, Consumer Goods, Manufacturing, Transportation"
Newport News Williamsburg Airport,https://www.crunchbase.com/organization/newport-news-williamsburg-airport,"Newport News, Virginia, United States",,Active,For Profit,,,1946-01-01,year,"Aerospace, Air Transportation, Facilities Support Services, Transportation, Travel"
Harder Precision Components,https://www.crunchbase.com/organization/harder-precision-components,"Clearwater, Florida, United States",,Active,For Profit,,,1960-01-01,year,"Aerospace, Electronics, Machinery Manufacturing, Manufacturing"
Flabob Airport,https://www.crunchbase.com/organization/flabob-airport,"Riverside, California, United States",,Active,For Profit,,,1925-01-01,year,"Aerospace, Non Profit, Training"
Pacific Piston Ring Company,https://www.crunchbase.com/organization/pacific-piston-ring-company,"Culver City, California, United States","Pacific Piston Ring Company provides rings used in pneumatic, hydraulic, and electric valves, actuators, landing gear, auxiliary power units, compressors, bleed air valves, controls, and pressurization systems. They manufacture custom components for aerospace and industrial manufacturers.",Active,For Profit,,,1921-01-01,year,"Aerospace, Automotive, Manufacturing"
Maine Machine Products,https://www.crunchbase.com/organization/maine-machine-products,"South Paris, Maine, United States",,Active,For Profit,,,1957-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering"
Griffing Flying Service,https://www.crunchbase.com/organization/griffing-flying-service,"Port Clinton, Ohio, United States",,Active,For Profit,,,1937-01-01,year,"Aerospace, Air Transportation, Service Industry"
Kansas City Downtown Airport,https://www.crunchbase.com/organization/kansas-city-downtown-airport,"Kansas City, Missouri, United States","Kansas City Downtown Airport  is a general aviation complex that offers a comfortable lounge, meeting rooms, showers, and refreshments. They provide full aircraft maintenance, hangars, self-fuel avgas, air cargo facilities, aircraft sales, leasing, charters, flight training, and car rentals.",Active,For Profit,,,1927-01-01,year,"Aerospace, Leasing, Rental, Training"
"ERA Aviation, Inc.",https://www.crunchbase.com/organization/era-aviation-inc,"Anchorage, Alaska, United States",ERA Aviation provides air transportation services. The Company offer service for passenger groups and odd-sized cargo.,Active,For Profit,,,1948-01-01,year,Air Transportation
Hudson Plating Works,https://www.crunchbase.com/organization/hudson-plating-works,"Moorpark, California, United States",,Active,For Profit,,,1955-01-01,year,"Aerospace, Industrial, Manufacturing"
Bakersfield Jet Center by Loyd's Aviation,https://www.crunchbase.com/organization/bakersfield-jet-center-by-loyd-s-aviation,"Bakersfield, California, United States","Bakersfield Jet Center by Loyd's Aviation offers services for aircraft maintenance, hangar storage, aircraft sales, aircraft fuel sales, RV storage, and aircraft management. The company's contact modes are mail, phone, and physical address.",Active,For Profit,,,1958-01-01,year,"Aerospace, Customer Service, Training"
Revmaster Aviation,https://www.crunchbase.com/organization/revmaster-aviation,"Hesperia, California, United States","Revmaster Aviation produces remanufactured volkswagen engines for the automotive market. Along with the standard engine line, an array of larger displacement engines and components was developed. These products were intended for the embryonic VW high-performance market; some of these products are still being manufactured by Revmaster at this time. Other products using Revmaster engines were manufactured, such as off-road racing chassis, completed race cars, hovercraft, all-terrain vehicles, and more.",Active,For Profit,,,1959-01-01,year,"Aerospace, Air Transportation, Machinery Manufacturing, Manufacturing"
Precision Castparts,https://www.crunchbase.com/organization/precision-castparts-23e8,"Portland, Oregon, United States","Precision Castparts is the market leader in manufacturing large, complex structural investment castings, airfoil castings, forged components, aerostructures, and highly engineered, critical fasteners for aerospace applications. Precision Castparts are the leading producer of airfoil castings for the industrial gas turbine market. They also manufacture extruded seamless pipe, fittings, forgings, and clad products for power generation and oil & gas applications; commercial and military airframe aerostructures; and metal alloys and other materials for the casting and forging industries.",Active,For Profit,,,1953-01-01,year,"Aerospace, Industrial, Manufacturing"
Orlando Spring,https://www.crunchbase.com/organization/orlando-spring,"Huntington Beach, California, United States",,Active,For Profit,,,1957-01-01,day,"Aerospace, Manufacturing"
Lowe Aviation,https://www.crunchbase.com/organization/lowe-aviation,"Macon, Georgia, United States","Lowe Aviation offers a weather and flight planning center, a waiting area for passengers, a conference room, courtesy cars for pilots, pilot lounges, and pilot supplies. Free wireless internet is available throughout the facility.",Active,For Profit,,,1946-01-01,year,"Aerospace, Air Transportation"
Thread-Craft,https://www.crunchbase.com/organization/thread-craft,"Sterling Heights, Michigan, United States",,Active,For Profit,,,1950-01-01,day,"Aerospace, Machinery Manufacturing, Manufacturing"
Wings Agency,https://www.crunchbase.com/organization/wings-agency,"Hainesport, New Jersey, United States",,Active,For Profit,,,1967-01-01,year,"Aerospace, Consulting, Insurance"
Midway Aerospace,https://www.crunchbase.com/organization/midway-aerospace,"Monroe, North Carolina, United States","Midway Aerospace is an aircraft maintenance company. They offer repair services for pumps, fuel amplifiers, refuel, defuel panels and valves, turbo compressors, outflow valves, flow limiters, heat exchangers, mixing valves, shut-off valves, and fans. Their domestic repair capability makes us a leading aviation repair station.",Active,For Profit,,,1949-01-01,year,"Aerospace, Customer Service, Technical Support"
Pacific Distributing,https://www.crunchbase.com/organization/pacific-distributing,"Vaughn, Washington, United States",,Active,For Profit,,,1965-01-01,year,"Aerospace, Industrial, Wholesale"
Linda Tool,https://www.crunchbase.com/organization/linda-tool,"Brooklyn, New York, United States",,Active,For Profit,,,1952-01-01,year,"Aerospace, Industrial Engineering, Manufacturing, Mechanical Engineering"
Aerospace and Flight Test Radio Coordinating Council,https://www.crunchbase.com/organization/aerospace-and-flight-test-radio-coordinating-council,"Wichita, Kansas, United States",,Active,For Profit,,,1954-01-01,year,"Aerospace, Air Transportation, Mechanical Engineering, Test and Measurement"
Heizer Aerospace,https://www.crunchbase.com/organization/heizer-aerospace,"Pevely, Missouri, United States",,Active,For Profit,,,1963-01-01,year,"Aerospace, Manufacturing"
Aircraft Engine and Accessory Company,https://www.crunchbase.com/organization/aircraft-engine-and-accessory-company,"Dallas, Texas, United States",,Active,For Profit,,,1958-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering"
Snohomish Flying Service,https://www.crunchbase.com/organization/snohomish-flying-service,"Snohomish, Washington, United States",,Active,For Profit,,,1950-01-01,year,"Aerospace, Rental, Training"
Accurate Threaded Products,https://www.crunchbase.com/organization/accurate-threaded-products,"Newington, Connecticut, United States","Accurate Threaded Products has been manufacturing commercial and military aerospace components and assemblies. They have the oldest Pratt & Whitney vendor code in the business. They are a small, veteran-owned, CNC turn/mill job shop with extensive experience machining exotic metals to aircraft tolerances. ATP is well equipped to fit your outsourcing needs; from production runs to small quantity experimental parts. They offer competitive bids, short lead times, and a surpassing commitment to quality and delivery for their customers.",Active,For Profit,,,1928-01-01,year,"Aerospace, Industrial, Manufacturing"
S&H Rubber,https://www.crunchbase.com/organization/s-h-rubber,"Fullerton, California, United States",,Active,For Profit,,,1967-01-01,year,"Aerospace, Industrial, Manufacturing, Plastics and Rubber Manufacturing"
Yeager Airport,https://www.crunchbase.com/organization/yeager-airport,"Charleston, West Virginia, United States",,Active,For Profit,,,1947-01-01,year,"Air Transportation, Public Transportation"
Republic Airport,https://www.crunchbase.com/organization/republic-airport,"Farmingdale, New York, United States","Republic Airport improves service as a business-oriented airport. They provide aerial advertising and filming, aircraft catering, aircraft cleaning and detailing, aircraft maintenance and avionics, aviation schools and education, film production, and fixed-base operator services.",Active,For Profit,,,1927-01-01,year,"Aerospace, Air Transportation, Freight Service"
The Ohio State University,https://www.crunchbase.com/organization/the-ohio-state-university-72f3,"Columbus, Ohio, United States","The Ohio State University is an aviation studies center. They train the pilots and aviation managers, utilizing the latest aviation technologies, developing research, and creating new business models and policies.",Active,For Profit,,,1917-01-01,year,"Aerospace, Education, Training"
Wyatt Precision Machine,https://www.crunchbase.com/organization/wyatt-precision-machine,"Long Beach, California, United States",,Active,For Profit,,,1962-01-01,year,"Aerospace, Hardware, Industrial, Manufacturing"
Iliff Aircraft Repair and Service Company,https://www.crunchbase.com/organization/iliff-aircraft-repair-and-service-company,"Tulsa, Oklahoma, United States",,Active,For Profit,,,1964-01-01,year,"Aerospace, Commercial, Customer Service"
McAllen International Airport,https://www.crunchbase.com/organization/mcallen-international-airport,"Mcallen, Texas, United States",,Active,For Profit,,,1950-01-01,year,"Aerospace, Air Transportation, Logistics, Travel"
Streamline Avionics,https://www.crunchbase.com/organization/streamline-avionics,"Irvine, California, United States",,Active,For Profit,,,1962-01-01,year,"Aerospace, Industrial, Manufacturing"
Executive Air GRB,https://www.crunchbase.com/organization/executive-air-grb,"Green Bay, Wisconsin, United States",,Active,For Profit,,,1966-01-01,year,"Aerospace, Fuel, Rental"
New York Jet,https://www.crunchbase.com/organization/new-york-jet,"Ronkonkoma, New York, United States",,Active,For Profit,,,1946-01-01,year,"Air Transportation, Catering, Shipping, Travel Accommodations"
Baton Rouge Metropolitan Airport,https://www.crunchbase.com/organization/baton-rouge-metropolitan-airport,"Baton Rouge, Louisiana, United States",Baton Rouge Metropolitan Airport provides air transportation services. They offers customer support through email and phone contact.,Active,For Profit,,,1939-01-01,year,"Aerospace, Air Transportation, Reservations"
Palm Springs International Airport,https://www.crunchbase.com/organization/palm-springs-international-airport,"Palm Springs, California, United States","Palm Springs International Airport provides airlines and destinations, flight status, passenger info, business info, shop, restaurants, and ground transportation services.  They address inquiries through phone and email.",Active,For Profit,,,1952-01-01,year,"Aerospace, Air Transportation, Travel"
GE Aviation - Hydraulic Actuation Business,https://www.crunchbase.com/organization/ge-aviation-hydraulic-actuation-business,"Cincinnati, Ohio, United States","GE Aviation - Hydraulic Actuation Business offers complete landing gear actuation systems, door actuation, nose-wheel steering.",Active,For Profit,,,1917-01-01,year,Aerospace
Burbank Plating,https://www.crunchbase.com/organization/burbank-plating,"Pacoima, California, United States",,Active,For Profit,,,1965-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing"
Salisbury Regional Airport,https://www.crunchbase.com/organization/salisbury-regional-airport,"Salisbury, Maryland, United States",,Active,For Profit,,,1943-01-01,year,"Air Transportation, Transportation"
Pacific Tool,https://www.crunchbase.com/organization/pacific-tool,"Redmond, Washington, United States","Pacific Tool producer for specialized aerospace tools, providing industry engineering and technical assistance, the shortest lead times and money-saving stocking. The company's tools have been instrumental in Boeing's lowering of manufacturing costs and reduction of production lead times.",Active,For Profit,,,1966-01-01,year,"Aerospace, Industrial Engineering, Manufacturing"
GKN Aerospace Monitor,https://www.crunchbase.com/organization/gkn-aerospace-monitor-inc,"Amityville, New York, United States","GKN Aerospace Monitor, Inc. provides engineered subsystems and components to aerospace, defense, and space industries. ",Active,For Profit,,,1948-01-01,year,Aerospace
Aerocraft Heat Treating,https://www.crunchbase.com/organization/aerocraft-heat-treating,"Paramount, California, United States",,Active,For Profit,,,1959-01-01,day,"Aerospace, Industrial, Manufacturing"
Moore County Airport,https://www.crunchbase.com/organization/moore-county-airport,"Carthage, North Carolina, United States",,Active,For Profit,,,1929-01-01,year,"Air Transportation, Freight Service, Transportation"
Engineering Solutions Division -The Columbia Group,https://www.crunchbase.com/organization/engineering-solutions-division-the-columbia-group,"Panama City Beach, Florida, United States",Engineering Solutions -The Columbia Group is develops and builds specialized manned and unmanned undersea vehicles for military customers.,Active,For Profit,,,1967-01-01,year,"Aerospace, Manufacturing, Marine Technology"
Gleason And Elfering,https://www.crunchbase.com/organization/gleason-and-elfering,"Wauconda, Illinois, United States",,Active,For Profit,,,1950-01-01,day,"Air Transportation, Construction, Real Estate"
Corpus Christi International Airport,https://www.crunchbase.com/organization/corpus-christi-international-airport,"Corpus Christi, Texas, United States",,Active,For Profit,,,1960-01-01,year,"Air Transportation, Parking, Travel"
Flint Aero,https://www.crunchbase.com/organization/flint-aero,"El Cajon, California, United States",,Active,For Profit,,,1967-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering, Wholesale"
Elizabethton Municipal Airport,https://www.crunchbase.com/organization/elizabethton-municipal-airport,"Elizabethton, Tennessee, United States",,Active,For Profit,,,1965-01-01,year,"Air Transportation, Automotive, Rental"
Green Bay Austin Straubel International Airport,https://www.crunchbase.com/organization/green-bay-austin-straubel-international-airport,"Green Bay, Wisconsin, United States","Green Bay Austin Straubel International Airport offers airline and travel information, parking and ground transportation, security and operations, general aviation, FBO, charter services, and flight training.",Active,For Profit,,,1928-01-01,year,"Aerospace, Air Transportation, Training"
United Gear and Machine Company,https://www.crunchbase.com/organization/united-gear-and-machine-company,"Suffield, Connecticut, United States","United Gear and Machine Company works with the top space, defense, and aerospace companies to produce precision splines and gears. From ground support tooling to flight safety engine components, United Gear & Machine has the machinery, expertise, and attention to detail to perfectly execute customers' next projects. United Gear offers over half a century of gear cutting experience and the production of quality precision ground and cut gears for their customers.",Active,For Profit,,,1954-01-01,year,"Aerospace, Industrial, Machinery Manufacturing, Manufacturing"
Tinsley Laboratories,https://www.crunchbase.com/organization/tinsley-laboratories,"Richmond, California, United States","Tinsley Laboratories designs, manufactures, and distributes electro-optical and infrared.",Active,For Profit,,,1926-01-01,year,"Aerospace, Manufacturing"
Don Davis Aviation,https://www.crunchbase.com/organization/don-davis-aviation,"Henderson, Kentucky, United States",,Active,For Profit,,,1957-01-01,year,"Aerospace, Sales, Service Industry"
Paragon Precision,https://www.crunchbase.com/organization/paragon-precision,"Valencia, California, United States",,Active,For Profit,,,1946-01-01,year,"Aerospace, Manufacturing, Quality Assurance"
Seneca Flight Operations,https://www.crunchbase.com/organization/seneca-flight-operations,"Penn Yan, New York, United States",,Active,For Profit,,,1956-01-01,year,"Aerospace, Air Transportation, Fleet Management"
Weltzien Skypark,https://www.crunchbase.com/organization/weltzien-skypark,"Wadsworth, Ohio, United States","Weltzien Skypark provides wet and dry rates for plane rentals. They offer option for those who are planning a vacation or business trip, because you can plan your trip with the most economical fuel stops. They offer flight training program from the basic private pilot to the certified flight instructor and ATP.",Active,For Profit,,,1965-01-01,year,"Aerospace, Rental, Training"
Physical Science Laboratory,https://www.crunchbase.com/organization/physical-science-laboratory,"Las Cruces, New Mexico, United States","Physical Science Laboratory offers services for NASA scientific exploration and experimentation and homeland security sensing and detection technologies. They also include intelligence community support services. The company's contact modes are mail, phone, and physical address.",Active,For Profit,,,1946-01-01,year,"Aerospace, Security, Sensor"
General Forming,https://www.crunchbase.com/organization/general-forming,"Torrance, California, United States",,Active,For Profit,,,1956-01-01,year,"Aerospace, Industrial Engineering, Machinery Manufacturing"
Purolator Products Air Filtration Company,https://www.crunchbase.com/organization/purolator-products-air-filtration-company,"Jeffersonville, Indiana, United States",,Active,For Profit,,,1917-03-13,day,"Aerospace, Chemical, Hardware, Industrial, Manufacturing"
The Radial Bearing,https://www.crunchbase.com/organization/the-radial-bearing,"Danbury, Connecticut, United States",The Radial Bearing is an aviation and aerospace company that is operating in aircraft part manufacturing. It offers bearings for use in a variety of commercial and industrial applications. Their aerospace company offers rod end and spherical bearings for use in various applications.,Active,For Profit,,,1955-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing"
Evans Heat Treating,https://www.crunchbase.com/organization/evans-heat-treating,"Huntingdon, Pennsylvania, United States",,Active,For Profit,,,1939-01-01,year,"Aerospace, Automotive, Customer Service, Manufacturing"
Laughlin Bullhead International Airport,https://www.crunchbase.com/organization/laughlin-bullhead-international-airport,"Bullhead City, Arizona, United States","Laughlin Bullhead International Airport provides aviation, tourism, and business services Their FBO, Signature Flight Support, provides most of the resources that pilots need They provide a landing field for aircraft transporting equipment and personnel.",Active,For Profit,,,1946-01-01,year,"Air Transportation, Tourism, Transportation"
ASE,https://www.crunchbase.com/organization/ase-2014,"Saint Paul, Minnesota, United States","ASE is the world’s number one supplier of ground-based testing solutions and expertise for the aerospace industry. Our customers get a single, experienced partner to help them efficiently validate engine and airframe performance across development, production and maintenance, repair and overhaul (MRO).",Active,For Profit,,,1952-01-01,year,"Aerospace, Manufacturing"
EBCO Aviation Insurance,https://www.crunchbase.com/organization/ebco-aviation-insurance,"Lilburn, Georgia, United States","EBCO Aviation Insurance provides private aircraft insurance, helicopter insurance, drone insurance, corporate jet insurance, hangar insurance, pilot life insurance, and non-owned insurance. Their brokers and staff are focused on cutting-edge creativity, market relationships, and superior customer service.",Active,For Profit,,,1950-01-01,year,"Aerospace, Insurance, Life Insurance"
Slipmate,https://www.crunchbase.com/organization/slipmate,"Itasca, Illinois, United States","Slipmate diverse requirements are as numerous as the industries they serve. The customers hail from the food, manufacturing, defense, aerospace, computer, wireless, service, industrial, medical and automotive arenas. It is fully equipped with automated robotic spray applicators and state-of-the-art ovens. They will be able to accommodate the custom finish needs with the capacity to do parts up to thirty feet. It has provided industrial coating solutions and built an extensive network of customers by building partnerships with an unparalleled level of service.",Active,For Profit,,,1953-01-01,year,"Aerospace, Automotive, Industrial Engineering, Manufacturing"
Federal Manufacturingrporation,https://www.crunchbase.com/organization/federal-manufacturingrporation,"Chatsworth, California, United States",,Active,For Profit,,,1951-01-01,day,"Aerospace, Industrial Automation, Manufacturing, Space Travel"
Mid-Florida Airport,https://www.crunchbase.com/organization/mid-florida-airport,"Eustis, Florida, United States","Mid-Florida Airport is a grass runway airport. They provide rental services. They address inquiries through phone, email, and online applications.",Active,For Profit,,,1967-01-01,year,"Aerospace, Rental, Transportation"
The Sousa,https://www.crunchbase.com/organization/the-sousa,"Newington, Connecticut, United States",,Active,For Profit,,,1963-01-01,year,"Aerospace, Commercial, Manufacturing, Mining"
Lehigh Valley International Airport,https://www.crunchbase.com/organization/abe-5363,"Allentown, Pennsylvania, United States","Lehigh Valley International Airport (ABE)  provides Hanover township flights, and also they offer numerous nonstop destination options for both business and leisure travelers. ABE partners with 4 major airlines to provide a hassle-free travel alternative out of the Lehigh Valley rather than flying through congested major hub airports.",Active,For Profit,,,1929-01-01,year,"Air Transportation, Ticketing, Transportation"
Summit Tool Corp,https://www.crunchbase.com/organization/summit-tool-corp,"Pocono Summit, Pennsylvania, United States","Summit Tool Corp. manufactures aerospace engine components. The company is based in Pocono Summit, Pennsylvania.",Active,For Profit,,,1938-01-01,year,"Aerospace, Manufacturing"
