Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
American Aero FTW,https://www.crunchbase.com/organization/american-aero-ftw,"Fort Worth, Texas, United States",,Active,For Profit,,,2012-01-01,year,"Air Transportation, Leasing, Travel"
One-G simulation,https://www.crunchbase.com/organization/one-g-simulation,"Seattle, Washington, United States","one-G simulation is comprised of a team of commercial pilots, flight instructors, and engineers dedicated to providing high-value, scenario-based, pilot training solutions as a means to improve operational safety margins and pilot proficiency.",Active,For Profit,,,2011-01-01,year,"Aerospace, Corporate Training, Productivity Tools, Software"
Cortina Solutions,https://www.crunchbase.com/organization/cortina-solutions,"Huntsville, Alabama, United States","Cortina is a services firm that offers government and commercial customers with engineering, program management, software development, modelling and simulation (M&S), and test and evaluation (T&E) assistance.  The missile defence agency, army PEO missiles & space, army PEO combat support & combat service support (CS and CSS), nasa marshall space flight centre (msfc), and the naval health research centre all use their services (nhrc).",Active,For Profit,,,2012-01-01,year,"Aerospace, Air Transportation, Contact Management, Professional Services, Software Engineering, Technical Support"
Revolution Composites,https://www.crunchbase.com/organization/revolution-composites,"Norwood, Massachusetts, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Manufacturing, Product Design"
Waypoint 2 Space,https://www.crunchbase.com/organization/waypoint-2-space-9f83,"Houston, Texas, United States","Waypoint 2 Space provides space training programs. Their training programs are hands-on, as you are prepared, tested, and readied for the rigors of space.",Active,For Profit,,,2011-01-01,year,"Aerospace, Space Travel, Training"
Leading Edge Flight Training,https://www.crunchbase.com/organization/leading-edge-flight-training,"Loveland, Colorado, United States","Leading Edge Flight Training is a flight school that offers flying lessons, aircraft rental, and adding advanced ratings. They offers customer services through email and phone contact.",Active,For Profit,,,2010-01-01,year,"Aerospace, Rental, Training"
Av8 Group,https://www.crunchbase.com/organization/av8-group,"Houston, Texas, United States",,Active,For Profit,,,2012-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing"
Tidal Aviation,https://www.crunchbase.com/organization/tidal-aviation,"Brookshire, Texas, United States","Tidal Aviation is a general aviation company. They provide aircraft management services, including maintenance, hangar management, insurance, record keeping, and cleaning.",Active,For Profit,,,2012-01-01,year,"Aerospace, Rental, Training"
Generation Orbit,https://www.crunchbase.com/organization/generation-orbit,"Atlanta, Georgia, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Assistive Technology, Service Industry"
Mid-Continent Aviation Services,https://www.crunchbase.com/organization/mid-continent-aviation-services,"Wichita, Kansas, United States","Mid-Continent Aviation Services sells and maintains aircraft parts. Their services include aircraft maintenance, parts, rotables sales, and aircraft sales support. They offers customer support through email and phone contact.",Active,For Profit,,,2010-01-01,year,"Aerospace, Sales, Service Industry"
Syracuse Hancock International Airport,https://www.crunchbase.com/organization/syracuse-hancock-international-airport,"Syracuse, New York, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Air Transportation, Parking"
Air Bear,https://www.crunchbase.com/organization/air-bear-tactical-aircraft,"Santa Ana, California, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Consulting, Transportation"
Explore Mars,https://www.crunchbase.com/organization/explore-mars,"Beverly, Massachusetts, United States","Explore Mars is an international non-profit group dedicated to awareness and action resulting in human exploration of Mars. It was created to advance the goal of sending humans to Mars within the next two decades. To further that goal, it conducts programs and technical challenges to stimulate the development and improvement of technologies that makes human Mars missions more efficient and feasible. In addition, to embed the idea of Mars as a habitable planet, Explore Mars challenges educators to use Mars in the classroom as a tool to teach standard STEM curricula.  In 2014, it launched two new technical projects, ExoLance and Time Capsule to Mars, both of which are building momentum. Explore Mars was founded in 2010 by [Artemis Westenberg](https://www.crunchbase.com/person/artemis-westenberg) and [Chris Carberry](https://www.crunchbase.com/person/chris-carberry). It is headquartered in Beverly, M.A.",Active,For Profit,,Women Founded,2010-01-01,day,Aerospace
AJ Publications,https://www.crunchbase.com/organization/aj-publications,"Flushing, New York, United States","AJ Publications publishes high-quality aircraft and aviation-focused quarterly magazines. The TBM, POPA, Contrails Citation, and Contrails Embraer magazines are all published by safety, new items, maintenance, vacation, and more are all covered!",Active,For Profit,,,2011-01-01,year,"Aerospace, Media and Entertainment, Publishing"
Mindstar Aviation,https://www.crunchbase.com/organization/mindstar-aviation,"Leesburg, Virginia, United States","Mindstar Aviation is a company that provides flight simulation software and hardware. Besides providing affordable and advanced turnkey solutions to customers in the general aviation market, the company offers more advanced custom solutions to commercial clients as well. senior systems, electrical, and mechanical engineers are the best in the business with decades of experience in the design and development of complex hardware solutions.",Active,For Profit,,,2014-01-01,year,"Aerospace, Hardware, Software"
Jet-I,https://www.crunchbase.com/organization/jet-i,"Las Vegas, Nevada, United States","Jet-I provides aerospace services. They also provide aviation charter, sales, emergency relief, and acquisitions services. For inquiries, telephone and email contacts are used.",Active,For Profit,,,2012-01-01,year,"Aerospace, Air Transportation, Online Portals"
Alaire Technologies,https://www.crunchbase.com/organization/alaire-technologies,"California, Maryland, United States","Alaire Technologies is a provider of advanced technology development support, systems engineering, and program management. It provides services to all branches of the dod, defense industry partners, and allied/coalition forces.",Active,For Profit,,,2012-01-01,year,"Aerospace, Electronics, Professional Services"
Vector Tooling Technologies,https://www.crunchbase.com/organization/vector-tooling-technologies,"Winfield, Kansas, United States","Vector Tooling Technologies is a tooling design & manufacturer developed by a group of the industry’s skilled professionals that share a common goal of providing manufacturing solutions. The professionals have tooling expertise in both the aerospace and plastics industries, utilizing the latest technology to provide advanced tooling solutions for our customers.",Active,For Profit,,,2013-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing, Plastics and Rubber Manufacturing, Technical Support"
Oracle Aviation,https://www.crunchbase.com/organization/oracle-aviation,"Omaha, Nebraska, United States",,Active,For Profit,,,2014-01-01,year,"Air Transportation, Training, Transportation"
Flynoceros,https://www.crunchbase.com/organization/flynoceros,"New Braunfels, Texas, United States","There are a few things we do at Flynoceros that no one else does. We love rapid prototyping. We love putting those prototypes in your hands and letting you tell us what you like and don’t like. That’s why we offer our replacement plan. Don’t worry about breaking your frames, fly it as you want! If you break it, we will help you get back in the air. We work hard to continually improve our designs as well as take advantage of new data, information, and trends to keep our products current and exciting. If you have an idea, we’ll make it. If you want a tweak on one of our designs will do it. If you just want to fly… we’ve already got it!",Active,For Profit,,,2014-01-01,year,"Aerospace, Drones, Hardware"
Air ANAA,https://www.crunchbase.com/organization/air-anaa,"Orlando, Florida, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Air Transportation, Travel"
SmartC2 Inc,https://www.crunchbase.com/organization/smartc2-inc,"Grand Forks, North Dakota, United States","SmartC2 provides its clients with software solutions that manage business operations. Its primary product, VirtualAirBoss, provides its users with all the information and data points they need about customers, crew, aircraft, certifications, and emergency procedures. SmartC2’s products also provide its users with reports they need on a tablet, smartphone, or laptop, while automatically tracking hours, project, personnel, equipment, maintenance, compliance, imagery, and invoicing details. Virtual AirBoss was established in 2014 and is based in North Dakota, United States.",Active,For Profit,Seed,,2014-10-01,day,"Aerospace, Drones, Software"
K2M - Global,https://www.crunchbase.com/organization/k2m-global,"Delray Beach, Florida, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Marketing, Supply Chain Management, Technical Support"
Aeroposites,https://www.crunchbase.com/organization/aeroposites,"Huntington Beach, California, United States",Aeroposites is an Unmanned Aerial Systems (UAS) commercial solutions company. They use advanced composite materials to develop high performance UAVs.,Active,For Profit,,,2014-01-01,year,"Aerospace, Drones"
Lincoln Composite Materials,https://www.crunchbase.com/organization/lincoln-composite-materials,"Huntington Beach, California, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Manufacturing"
Dream Flight School,https://www.crunchbase.com/organization/dream-flight-school,"Westminster, Maryland, United States","Dream Flight School provides flight training. They also provide discovery flights, private pilot training, commercial and instrument training, and aircraft rentals. They keep basic pilot supplies in stock and operate online pilot stores.",Active,For Profit,,,2011-07-01,month,"Aerospace, Air Transportation, Training"
Dream Aero,https://www.crunchbase.com/organization/dream-aero,"Bethesda, Maryland, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Education, Simulation"
Fullthrottle Aviation,https://www.crunchbase.com/organization/fullthrottle-aviation,"Houston, Texas, United States","Fullthrottle Aviation is a pilot examiner company that also offers ferry pilot services and flight training. Their services include insurance checkouts, handling, permits, and aviation insurance for aircraft owners. They offers customer support through email and phone contact.",Active,For Profit,,,2013-01-01,year,"Aerospace, Education, Training"
Caliber Aero,https://www.crunchbase.com/organization/caliber-aero,"Santa Fe Springs, California, United States","Caliber Aero is the supplier of bushings in the aerospace industry. When Caliber Aero opened its doors, the shop consisted of only 2 CNC machining centers and a few employees. New machinery and employees are consistently being added in order to meet the needs of their customers.",Active,For Profit,,,2012-01-01,year,"Aerospace, Delivery, Hardware, Manufacturing, Semiconductor"
BLVD Jets,https://www.crunchbase.com/organization/blvd-jets,"Beverly Hills, California, United States","BLVD Jets goes above and beyond the standard private jet charter company, offering unparalleled service in every capacity of personalized jet travel needs.  One phone call to BLVD Jets immediately upgrades you from the everyday “customers” of other companies, to a BLVD Jets’ V.I.P. guest.  Behind BLVD Jets stands a top-notch team of real people, who combine high calibers of integrity, expertise and genuine passion to provide the BLVD Jets star treatment you deserve. What we do BLVD Jets sets a new precedent of custom-to-client, personalized care that speaks directly to the evolving demands of today’s world-class air travel. We offer the full realm of jet charter services.  With over six years of highly specialized experience in the on-demand private jet charter travel business, BLVD Jets has access to the widest selection of aircraft across the globe.      A Private Jet Charter Concierge for World Class Travel at the Best Rates     Expertise to Ensure Highest Safety Standards and Quality Control     Custom Tailored Travel Itineraries     Specialty Service to Accommodate Personal Requirements and Preferences  How We Do it Better Our expertise is matching your full criteria of travel needs, with safety being our top priority. BLVD Jets flies above and beyond our competitors to land you the best available aircraft at the best possible rates, while you enjoy our signature BLVD Jets star treatment every step of the way.     Higher Safety Standards ​​BLVD Jets stands by our promise to demand all carriers and pilots meet the industry’s highest possible safety standards. ​     We Specialize in Empty Legs and Discount Rates We have full access to the entire private jet charter market around the world and the specialized expertise to build the lowest priced itineraries with empty leg flights, last minute deals and insider industry know-how. ​     A New Caliber of Service BLVD Jets sets a new industry precedent of customer service. BLVD guests include business executives, celebrities, diplomats, world famous DJs, high net worth individuals, personal assistants, families and pets all with a diverse criteria of needs. Our signature star treatment is custom tailored to serve every BLVD guest’s wish list with the most prompt, personalized, white glove service offered by any company.   24 hours a day, 7 days a week, 365 days a year. Please view our full menu of services and client testimonials to see why your private jet travel wish list is truly one phone call away.    1-844-BLVD-JETS Local  +1-310-683-2020 Global ",Active,For Profit,,,2014-01-01,year,"Aerospace, In-Flight Entertainment, Privacy"
Minimax Aircraft Tug,https://www.crunchbase.com/organization/minimax-aircraft-tug,"Evansville, Indiana, United States",,Active,For Profit,,,2011-01-01,day,"Aerospace, Manufacturing"
Galactic Systems,https://www.crunchbase.com/organization/galactic-systems-f67c,"Hammond, Louisiana, United States","Galactic Systems is an aerospace research and space advocacy. Their services include IT services, corporate workshops and lectures, and space mission funding. They respond to customer inquiries by contact form.",Active,For Profit,,,2014-01-01,year,"Aerospace, Education, Information Technology"
Air Canada Rouge,https://www.crunchbase.com/organization/air-canada-rouge,"San Diego, California, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Air Transportation, Transportation"
Masego,https://www.crunchbase.com/organization/masego,"Fredericksburg, Virginia, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Mapping Services, Project Management"
Above All Aviation,https://www.crunchbase.com/organization/above-all-aviation,"Santa Barbara, California, United States","Above All Aviation provides instructors and aircraft to train to be a private, instrument-rated, commercial, multi-engine, or even airline transport pilot. They offer everything from scenic tours to private pilot training to aircraft maintenance. They also offer rental aircraft prior to rental.",Active,For Profit,,,2010-01-01,year,"Aerospace, Rental, Training"
Chuck's Aircraft,https://www.crunchbase.com/organization/chuck-s-aircraft,"Pflugerville, Texas, United States",Chuck's Aircraft provides the smallest jobs to the largest of airframe overhauls. They offer Mechanic with Airframe and Powerplant ratings with experience in small aircraft. They primarily work on high-end single-engine and multi-engine piston aircraft.,Active,For Profit,,,2011-01-01,year,"Aerospace, Industrial, Service Industry"
Legend AeroServe,https://www.crunchbase.com/organization/legend-aeroserve,"Cheyenne, Wyoming, United States",,Active,For Profit,,,2012-01-01,year,"Aerospace, Reservations, Service Industry"
Elon Aviation,https://www.crunchbase.com/organization/elon-aviation,"Burlington, North Carolina, United States","Elon Aviation offers flight instruction, training, and customer service. They provide fixed-wing pilot training for private pilots, commercial pilots, CFI, CFII, MEI, ATP-SE, and remote pilots, as well as instrument and multi-engine ratings.",Active,For Profit,,,2014-01-01,year,"Aerospace, Air Transportation, Training"
GAR-MRO Services,https://www.crunchbase.com/organization/gar-mro-services,"West Des Moines, Iowa, United States","GAR-MRO Services is state-of-the-art equipment & adherence to strict quality practices & procedures will ensure our customer receives the highest reliable products. The core focus and expertise in the repair and overhaul of aircraft components are applicable to commercial, corporate, and private operators.",Active,For Profit,,,2012-01-01,year,"Aerospace, Commercial"
Outdoor Robotics,https://www.crunchbase.com/organization/outdoor-robotics,"New Smyrna Beach, Florida, United States","Outdoor Robotics is a designer and developer of Unmanned Hover Vehicles including: drones and small unmanned aerial systems for commercial and industrial applications. They are very involved in advancing air frame design, flight, data and imaging software development to make it easy for businesses to seamlessly operate drones for industrial and commercial purposes. We work with many different skilled people in aerospace, technology and design from their local Universities to those with years of experience in RC and small unmanned aerial systems. Their current focus on small unmanned aerial systems provides a gateway for research and development to the inevitable evolvement of future Manned hover vehicles. We are seeing some early innovators already building these prototypes! ",Active,For Profit,,,2012-01-01,year,"Aerospace, Drones"
Gama Aviation Signature,https://www.crunchbase.com/organization/gama-aviation-signature,"New York, New York, United States","Gama Aviation Signature are the largest aircraft management company that is dedicated to aircraft management, executive charter and maintenance support services. The company provides aircraft management, private charter and maintenance support and has grown to be the largest aircraft management company in the United States.",Active,For Profit,,,2013-01-01,year,"Aerospace, Air Transportation, Transportation"
GXAerospace,https://www.crunchbase.com/organization/gxaerospace,"Atlanta, Georgia, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Manufacturing, Product Design"
Aviage Systems,https://www.crunchbase.com/organization/aviage-systems,"Peoria, Arizona, United States",,Active,For Profit,,,2012-01-01,year,"Air Transportation, Software"
Business Jet Consultants,https://www.crunchbase.com/organization/business-jet-consultants,"Clearwater, Florida, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Air Transportation, Consulting, Training"
Community Aviation,https://www.crunchbase.com/organization/community-aviation,"Leesburg, Virginia, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Air Transportation, Training"
IRPI,https://www.crunchbase.com/organization/irpi,"Wilsonville, Oregon, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Consulting, Product Research"
Safety In Motion Flight Center,https://www.crunchbase.com/organization/safety-in-motion-flight-center,"Puyallup, Washington, United States",,Active,For Profit,,,2010-07-01,month,"Aerospace, Education, Training"
Canei Cargo,https://www.crunchbase.com/organization/canei-cargo,"Miami, Florida, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Freight Service, Logistics, Transportation"
Holladay Aviation,https://www.crunchbase.com/organization/holladay-aviation,"Jacksonville, Florida, United States",,Active,For Profit,,,2013-01-01,day,"Air Transportation, Transportation"
MROmarketplace.com,https://www.crunchbase.com/organization/mromarketplace-com,"Boca Raton, Florida, United States","MROmarketplace.com facilitates an online B2B marketplace that enables maintenance repair organizations, and aircraft and power plant owners and operators to connect with each other and facilitate aircraft maintenance, repair, and overhaul transactions. MROmarketplace.com offers tools that enables its customers to place quotes. It also provides services to optimize their procurement processes. MROmarketplace.com was founded by Vince Mariano in 2012. It is based in Boca Raton, Florida.",Active,For Profit,,,2013-02-20,day,"Aerospace, B2B, E-Commerce, E-Commerce Platforms, Marketplace"
Consolidated Turbine Specialists,https://www.crunchbase.com/organization/consolidated-turbine-specialists,"Bristow, Oklahoma, United States",,Active,For Profit,,,2012-01-01,year,"Air Transportation, Retail, Training"
Fort Hill Group,https://www.crunchbase.com/organization/fort-hill-group,"Washington, District of Columbia, United States","Fort Hill Group is an aviation company that offers air transportation support, business administration, management, computer, information systems development, documentation, training, engineering services, research, and  development. Their services includes systems engineering, data analytics, air traffic control, and commercial aviation.",Active,For Profit,,,2011-01-01,year,"Air Transportation, Business Information Systems, Commercial, Computer, Management Consulting, Training"
Reference Technologies,https://www.crunchbase.com/organization/reference-technologies,"Lafayette, Colorado, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Industrial Engineering, Manufacturing, Product Design"
Reliance Aircraft International,https://www.crunchbase.com/organization/reliance-aircraft-international,"Austin, Texas, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Commercial, Military, Wholesale"
Private FLITE Charters,https://www.crunchbase.com/organization/private-flite-charters,"Norwell, Massachusetts, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Air Transportation, Consulting, Travel"
Akronauts Rocket Design Team,https://www.crunchbase.com/organization/akronauts-rocket-design-team,"Akron, Ohio, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Mechanical Design, Mechanical Engineering"
Global Appearance Partners,https://www.crunchbase.com/organization/global-appearance-partners,"Louisville, Kentucky, United States","Global Appearance Partners provides world-class detailing management services to the business aviation market utilizing a single point of contact. Through a network of aircraft detailing professionals, provide a seamless experience for scheduling and managing aircraft detailing needs.",Active,For Profit,,,2011-01-01,year,"Aerospace, Consulting"
SQEP,https://www.crunchbase.com/organization/sqep,"Bristol, Pennsylvania, United States",,Active,For Profit,,,2014-01-01,year,"Air Transportation, Consulting, Public Safety"
CTi Sensors,https://www.crunchbase.com/organization/cti-sensors,"Solon, Ohio, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Manufacturing, Sensor"
Kronos Airline Solutions,https://www.crunchbase.com/organization/kronos-airline-solutions,"Miami, Florida, United States",,Active,For Profit,,,2013-01-01,year,"Accounting, Aerospace, Billing, Consulting"
Legacy Jet Center,https://www.crunchbase.com/organization/legacy-jet-center,"Tulsa, Oklahoma, United States","Legacy Jet Center is an aircraft service provider that offers maintenance and repair services for aircraft. Their services include oxygen, nitrogen services, overnight hanger parking, full time maintenance staff, heated hangars, quick turns welcomed, gpu, and lav service. They offers customer support through email and phone contact.",Active,For Profit,,,2011-01-01,year,"Aerospace, Field Support, Service Industry"
Blue Hill Helicopters,https://www.crunchbase.com/organization/blue-hill-helicopters,"Norwood, Massachusetts, United States","Blue Hill Helicopters is a flight school. They offer flight training services, aerial photography, helicopter rentals, and an introductory course. The company's contact modes are mail, phone, and physical address.",Active,For Profit,,,2010-01-01,year,"Aerospace, Rental, Training"
Duke Aviation,https://www.crunchbase.com/organization/duke-aviation,"Salt Lake City, Utah, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Air Transportation"
CFDI Aero,https://www.crunchbase.com/organization/cfdi-aero,"Denton, Texas, United States","CFDI Aero maintains and services aircraft at FBOs. They provide general and corporate maintenance for all aircraft, including interior, exterior, major and minor modifications, parts, and support. They offer major and minor repairs and modifications, power plant removal and installation, annual and pre-purchase evaluations, STCs, and field approvals.",Active,For Profit,,,2010-01-01,year,"Aerospace, Air Transportation, Technical Support"
AviationJobs.Me,https://www.crunchbase.com/organization/aviationjobs-me,"Canada, Kentucky, United States",,Active,For Profit,,,2012-01-01,year,"Aerospace, Air Transportation, Consulting, Recruiting, Staffing Agency"
Utah Airways,https://www.crunchbase.com/organization/utah-airways,"Ogden, Utah, United States",,Active,For Profit,,,2014-01-01,year,"Air Transportation, Leasing, Travel"
JetNsave,https://www.crunchbase.com/organization/jetnsave,"Howell, New Jersey, United States",JetNsave is a boutique travel agency that provides business and first class airfare services. They offers customer support through email and phone contact.,Active,For Profit,,,2011-01-01,year,"Air Transportation, Ticketing, Travel Agency"
Research In Flight,https://www.crunchbase.com/organization/research-in-flight,"Auburn, Alabama, United States",,Active,For Profit,,,2012-01-01,day,"Aerospace, Analytics, Commercial"
Strategic Aviation,https://www.crunchbase.com/organization/strategic-aviation-2c05,"San Diego, California, United States",,Active,For Profit,,,2013-01-01,year,"Air Transportation, Education, Training, Transportation"
Poulos Air & Space,https://www.crunchbase.com/organization/poulos-air-space,"Melbourne, Florida, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Consulting"
AerospaceNU,https://www.crunchbase.com/organization/aerospacenu,"Boston, Massachusetts, United States","AerospaceNU provides rockets, unmanned aerial vehicles, airships, quadcopters, and weather balloons. They also provide education services for engineering projects and STEM outreach.",Active,For Profit,,,2012-01-01,year,"Aerospace, Education, Project Management"
International Flight Test Institute,https://www.crunchbase.com/organization/international-flight-test-institute,"Mojave, California, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Education, Training"
Bonanza & Baron Pilot Training,https://www.crunchbase.com/organization/bonanza-baron-pilot-training,"Minden, Nevada, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Education, Training"
Tampa Bay Aviation,https://www.crunchbase.com/organization/tampa-bay-aviation,"Clearwater, Florida, United States",,Active,For Profit,,,2012-01-01,year,"Aerospace, Education, Training"
Leading Edge Aerospace,https://www.crunchbase.com/organization/leading-edge-aerospace,"Miami, Florida, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering"
An Avenue Apart,https://www.crunchbase.com/organization/an-avenue-apart,"New York, New York, United States","An Avenue Apart specializes in luxury and difficult airfare arrangements. They provide air travel and corporate event services. They offer inquiries through phone calls, emails, and online applications.",Active,For Profit,,,2012-01-01,year,"Aerospace, Air Transportation, Travel"
Jet Services,https://www.crunchbase.com/organization/jet-services-6228,"Mobile, Alabama, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Air Transportation, Transportation"
AirStar Charter,https://www.crunchbase.com/organization/airstar-charter,"Swainsboro, Georgia, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Air Transportation, Public Transportation, Transportation, Travel"
Foxtrot Aviation Services,https://www.crunchbase.com/organization/foxtrot-aviation-services,"Canton, Ohio, United States","Foxtrot Aviation Services is an aerospace company that specializes in detailing, commercial cleaning, and facility care. Their hanger detail include clean hangar facilities trash removal, wall cleaning, floor tenant scrubbing, gse cleaning, crew car cleaning, sweep, and dust.",Active,For Profit,,,2010-01-01,year,"Aerospace, CleanTech, Commercial, Facilities Support Services, Service Industry"
EDAC Composites LLC,https://www.crunchbase.com/organization/edac-composites-llc,"Erlanger, Kentucky, United States",EDAC Composites LLC manufactures and markets composites and components for aerospace and defense customers in the United States.,Active,For Profit,,,2013-01-01,year,"Aerospace, Manufacturing"
WaldoAir,https://www.crunchbase.com/organization/waldoair,"Thompsons Station, Tennessee, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Manufacturing, Product Design"
SkyBlue Jet Aviation,https://www.crunchbase.com/organization/skyblue-jet-aviation,"Stuart, Florida, United States","SkyBlue Jet Aviation has a reputation for professional services, product knowledge, and a commitment to customer service and satisfaction. They offer aircraft rental as a service. Whether you are wanting to build time or take your friends and family on a trip to your favorite destination.",Active,For Profit,,,2012-01-01,year,"Aerospace, Rental, Training"
Azmark Aerosystems,https://www.crunchbase.com/organization/azmark-aerosystems,"Gilbert, Arizona, United States","Azmark Aero Systems was created when two exceptional companies merged in July 2010. The combination of Astrotronics LLC, a precision production machining company and M-DOT Aerospace, a developer of light weight power systems and aircraft subsystems, created an integrated developer and manufacturer of aerospace systems. Azmark draws upon the combined resources of both organizations to provide our customers with an integrated manufacturing capability from design / development of machined parts, assemblies or sophisticated sub-systems through full scale production of those parts, assemblies and sub-systems.  Astrotronics brought high precision machining capabilities to Azmark with the ability to hold tolerances within 50 millionths of an inch (0.000050""). Astrotronics also contributed a state-of-the-art temperature and humidity controlled 40,000 sq. ft. facility custom designed for efficient manufacturing. With a robust ERP system, highly trained, experienced and motivated employees, Astrotronics brought significant capabilities to Azmark.",Active,For Profit,,,2010-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering"
Iron Eagle Aviation,https://www.crunchbase.com/organization/iron-eagle-aviation,"Chamblee, Georgia, United States",,Active,For Profit,,,2013-01-01,year,"Accounting, Aerospace, Consulting, Scheduling, Staffing Agency"
Avdome Aviation,https://www.crunchbase.com/organization/avdome-aviation,"Las Vegas, Nevada, United States",,Active,For Profit,,,2012-01-01,year,"Aerospace, Air Transportation, Commercial"
Holling Enterprises,https://www.crunchbase.com/organization/holling-enterprises,"Ponte Vedra Beach, Florida, United States",,Active,For Profit,,,2012-01-01,year,"Aerospace, Industrial, Logistics, Manufacturing"
Brazcom Travel Agency,https://www.crunchbase.com/organization/brazcom-travel-agency,"Marlborough, Massachusetts, United States",Brazcom Travel tries to provide you with the highest quality service possible in order to exceed your expectations. Our modest pricing allows customers to realize their dream while ensuring that they have fun.,Active,For Profit,,,2011-01-01,year,"Air Transportation, Media and Entertainment, Travel, Travel Agency"
Texas A&M University Sounding Rocketry Team,https://www.crunchbase.com/organization/texas-a-m-university-sounding-rocketry-team,"College Station, Texas, United States","Texas A&M University Sounding Rocketry Team engages in rigorous design and testing processes to ensure these rockets are durable, efficient, and safe to operate as well as meet the performance specifications outlined by overall team goals.",Active,For Profit,,,2013-01-01,year,"Aerospace, Mechanical Engineering, Product Design"
Boone Aerospace,https://www.crunchbase.com/organization/boone-aerospace,"Santa Clarita, California, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Industrial, Manufacturing, Retail"
True Transportation SD,https://www.crunchbase.com/organization/true-transportation-sd,"Bonita, California, United States","True Transportation SD is a luxury transportation company. They offer airport transportation, charter service, brewery, and winery tours. They provide inquiries through email.",Active,For Profit,,,2013-01-01,year,"Air Transportation, Tourism, Transportation"
Aerospace Center for Excellence,https://www.crunchbase.com/organization/aerospace-center-for-excellence,"Lakeland, Florida, United States",,Active,For Profit,,,2014-01-01,month,"Aerospace, Air Transportation, Training"
ST Laserstrike,https://www.crunchbase.com/organization/st-laserstrike,"Fort Myers, Florida, United States","ST Laserstrike combines aviation safety, optical prescription lens manufacturing, and laser protection solutions to form the only firm dedicated to providing a complete Laserstrike solution for pilots. ST Laserstrike shields pilots from the impacts of general laser flash, blue light, and powered laser attacks.",Active,For Profit,,,2013-01-01,month,"Aerospace, Consumer Goods"
Agile Software Test,https://www.crunchbase.com/organization/agile-software-test,"Niceville, Florida, United States",,Active,For Profit,,,2011-01-01,day,"Aerospace, Information Technology, Software"
Lion Aerospace International,https://www.crunchbase.com/organization/lion-aerospace-international,"Pensacola, Florida, United States",,Active,For Profit,,,2012-01-01,day,"Aerospace, Retail, Service Industry"
Chester County Aviation,https://www.crunchbase.com/organization/chester-county-aviation,"Coatesville, Pennsylvania, United States","Chester County Aviation provides flight instruction services, aircraft rental, maintenance, and inspection services. They offer transition training courses. They provide private pilot and commercial pilot certificates.",Active,For Profit,,,2010-01-01,year,"Air Transportation, Rental, Training"
Asheville Airport Shuttle,https://www.crunchbase.com/organization/asheville-airport-shuttle,"Asheville, North Carolina, United States",,Active,For Profit,,,2010-04-10,day,"Air Transportation, Transportation, Warehousing"
Kencoa Aerospace Corporation,https://www.crunchbase.com/organization/kencoa-aerospace-headquarters-in-korea,"Eastman, Georgia, United States","Aerospace Manufacturing, Raw Material, Machining, Sheet Metal Fabrication, Assembly",Active,For Profit,,,2013-04-01,month,"Aerospace, Information Technology, Manufacturing"
SpaceFlight Insider,https://www.crunchbase.com/organization/spaceflight-insider,"Plant City, Florida, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, News, Publishing"
PowerHouse Resources International,https://www.crunchbase.com/organization/powerhouse-resources-international,"Oklahoma City, Oklahoma, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Training, Women's"
