Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Air Ambulance Worldwide,https://www.crunchbase.com/organization/air-ambulance-worldwide,"Clearwater, Florida, United States",,Active,For Profit,,,2004-01-01,day,Air Transportation
ZIP AVIATION,https://www.crunchbase.com/organization/zip-aviation,"New York, New York, United States","ZIP AVIATION provides helicopter rides, NYC night skyline tours, NYC skyline tours, liberty harbor, grand island, and big city tour services. Their charter services are Hamptons to NYC, private charters, airport transfers, 30-minute charters, and one-hour charters.",Active,For Profit,,,2004-01-01,year,"Air Transportation, Fleet Management, Tourism"
Friendly Ride,https://www.crunchbase.com/organization/friendly-ride,"Long Island City, New York, United States","Friendly Ride provides limousine transportation for personal and business travel, corporate meetings, and events. Their services include meeting and event transportation services, roadshow transportation, hotel and luxury concierge services, airport limo service, armoured car services, and corporate limousine service. They provided first-class transportation to heads of state, royal families, CEOs, and many celebrity clients.",Active,For Profit,,,2006-01-01,year,"Air Transportation, Limousine Service, Transportation"
Adventure Pilot,https://www.crunchbase.com/organization/adventure-pilot,"Mckinney, Texas, United States","In addition to designing and selling general aviation solutions, Adventure Pilot also offers GPS solutions for pilots. The company's product the iFly GPS provides situational awareness at a competitive pricing value. In addition, Adventure Pilot provides information on thousands of destinations and offers the aviation community online planning tools.",Active,For Profit,,,2005-01-01,year,"Air Transportation, Electronics, GPS, Manufacturing, Navigation"
Inflight Pilot Training,https://www.crunchbase.com/organization/inflight-pilot-training,"Eden Prairie, Minnesota, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Rental, Training"
Fly Business for Less,https://www.crunchbase.com/organization/fly-business-for-less,"Nanuet, New York, United States",Fly Business for Less have exceptional relationships with all major airline carriers. They are a highly motivated team of committed individuals with years of experience in the luxury travel industry.,Active,For Profit,,,2005-01-01,year,"Aerospace, Professional Services, Travel"
Airgroup Dynamics,https://www.crunchbase.com/organization/airgroup-dynamics,"Orlando, Florida, United States","Airgroup Dynamics provides aerospace component repair, sales, and technical support. They offer unparalleled support for hydraulic, pneumatic, mechanical, and electrical power accessories for the commercial, military, and space sectors.",Active,For Profit,,,2005-01-01,year,"Aerospace, Customer Service, Transportation"
Island Creek Associates,https://www.crunchbase.com/organization/island-creek-associates,"California, Maryland, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Consulting, Management Consulting"
Cove Aviation,https://www.crunchbase.com/organization/cove-aviation,"Van Nuys, California, United States",,Active,For Profit,,,2009-03-17,day,"Aerospace, Air Transportation, Travel"
DTS Worldwide Transportation,https://www.crunchbase.com/organization/dts-worldwide-transportation,"Spencerville, Maryland, United States",DTS Worldwide Transportation LLC is providing the transportation services around the world. It is providing 24/7 transportation services through different modes transportation services such as  by vehicles and Air transportations.,Active,For Profit,,,2007-01-01,year,"Air Transportation, Customer Service, Railroad, Transportation"
FruityChutes,https://www.crunchbase.com/organization/fruitychutes,"Los Gatos, California, United States","Fruity Chutes is a world leader in the manufacturing of recovery systems for Drones, UAV, RC, Quadcopter,and Rocket parachute recovery.  They provide parachute recovery systems to many of the top UAS manufacturers including AAI Textron, Quest UAV, Silent Falcon, Aeromao, Zipline, and Matternet and more.  Other customers who use their products include Space X, Google, Intel, NASA, MIT and Boeing.  Many US and EU aerospace companies are working with their products integrating them into their UAS products.Their top priority is to work with manufacturers and to help provide them with their world class recovery systems.",Active,For Profit,,,2007-01-01,year,"Aerospace, Drones, Manufacturing"
CeralUSA,https://www.crunchbase.com/organization/ceralusa,"Oklahoma City, Oklahoma, United States",CeralUSA is a Woman-Owned Small Business (WOSB) specializing in the design and development of environmentally friendly engineered coatings that protect substrates from corrosion and erosion.,Active,For Profit,,,2008-01-01,year,"Aerospace, Manufacturing"
Chennault Flying Service,https://www.crunchbase.com/organization/chennault-flying-service,"North Las Vegas, Nevada, United States","Chennault Flying Service offers rental and flight courses. Their services includes rental aircraft, accelerated career pilot program, private pilot, instrument pilot, commercial pilot, airline transport pilot, and rotary wing to fixed wing.",Active,For Profit,,,2007-01-01,year,"Aerospace, Rental, Training"
Strata-G Solutions,https://www.crunchbase.com/organization/strata-g-solutions,"Huntsville, Alabama, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Military"
Triton Airways,https://www.crunchbase.com/organization/triton-airways,"Lexington, Kentucky, United States",,Active,For Profit,,,2008-01-01,year,"Air Transportation, Fleet Management, Travel"
Aero Kinetics Aviation,https://www.crunchbase.com/organization/aero-kinetics-aviation,"Fort Worth, Texas, United States","Aero Kinetics is an agile 21st century Aerospace and Defense firm with distinct business units in Unmanned Aircraft Systems, Aviation Engineering and Certification, Special Missions Operations, Aviation Consulting, and Aircraft Maintenance and Management. Founded by W. Hulsey Smith in 2003, Aero Kinetics rapidly delivers aerospace and defense technology, services, and solutions to clients enabling them to maintain technological and operational superiority, by bridging the gap between the conceptual and the tangible. Aero Kinetics has a proven track record of success, spanning more than a decade. Committed to providing clients with the very best in diversified technologies, Aero Kinetics continues to focus its growth on the commercial sector through internal advancements in emerging markets such as Unmanned Aircraft Systems.",Active,For Profit,,,2003-01-01,year,Aerospace
Dallas Aeronautical Services,https://www.crunchbase.com/organization/dallas-aeronautical-services,"Cedar Hill, Texas, United States","Dallas Aeronautical Services offers thrust reversers, control surfaces, engine cowls, pylons, and floor panels, as well as radome repair and testing. They serve private, corporate, commercial, and military customers.",Active,For Profit,,,2004-01-01,year,"Aerospace, Industrial, Technical Support"
Lighter Than Air Systems,https://www.crunchbase.com/organization/lighter-than-air-systems,"Jacksonville, Florida, United States",LTAS develops and sells advanced surveillance solutions including aerial and land based systems to U.S. and international governments and commercial customers. Currently fielded LTAS systems include advanced tactical aerostat systems and various land based systems using telescoping and pneumatic masts and poles. LTAS is currently providing systems for various government evaluation programs intent on supporting the warfighter and improving their field capabilities.,Active,For Profit,,,2009-01-01,year,Aerospace
Rotomotion,https://www.crunchbase.com/organization/rotomotion,"Charleston, South Carolina, United States","Rotomotion designs, manufactures and operates helicopter robots (a.k.a. UAV) and aerial robotic systems and components. Rotomotion systems are designed to be affordable aerial platforms for cameras and other sensor payloads.",Active,For Profit,,,2003-01-01,year,Aerospace
Air Tech Consulting,https://www.crunchbase.com/organization/air-tech-consulting,"Los Angeles, California, United States",,Active,For Profit,,,2003-01-01,day,"Aerospace, Consulting, Service Industry"
Norton Aviation,https://www.crunchbase.com/organization/norton-aviation,"Longboat Key, Florida, United States","Norton Aviation is an aviation company specializing in the very light jet market providing a variety of services for the owner-operator from piloting and instruction to leasing and delivery. Norton Aviation works closely with both the FAA and insurance underwriters to insure all the pilot training will comply with both the FAA and the insurance policies. The team of pilot instructors and examiners can provide not only the training but the FAA check ride too. They can help them through the complicated search, purchase, and delivery of an aircraft.",Active,For Profit,,,2003-01-01,year,"Air Transportation, Consulting, Leasing, Training"
Nafco USA,https://www.crunchbase.com/organization/nafco-usa,"Carson City, Nevada, United States","Nafco USA offers anchor nut, bulkhead nut strap, clinchnut, gang channel, jiffynut, nut plate, press-in inserts, sealed dome nut assemblies, stressnut, castellated nut, collar nut, microhex, shank nut, slab nut. series dome nut, series collar nut, series jiffynut, series clinchnut, series retainer nut, and miniature microhex nut.",Active,For Profit,,,2008-01-01,year,"Aerospace, Industrial, Manufacturing, Product Design"
Branson Airport,https://www.crunchbase.com/organization/branson-airport,"Hollister, Missouri, United States",,Active,For Profit,,,2009-01-01,year,"Air Transportation, Commercial, Service Industry"
Exact Aerospace,https://www.crunchbase.com/organization/exact-aerospace,"Auburn, Washington, United States","Exact Aerospace manufactures sheet metal parts, assemblies, and machined components. They are committed to providing quality aerospace goods with integrity, employing cutting-edge technology. They own and operate efficient machines for producing end products used in a variety of aerospace markets.",Active,For Profit,,,2006-01-01,year,"Aerospace, Industrial, Manufacturing, Mechanical Engineering"
Aero Excel Components,https://www.crunchbase.com/organization/aero-excel-components,"Miramar Beach, Florida, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Asset Management, Direct Sales, Manufacturing"
American Aviation Academy,https://www.crunchbase.com/organization/american-aviation-academy,"El Cajon, California, United States","The American Aviation Academy offers FAA part 141 and part 61 training programs in accordance with each student's aviation goals and receives ICAO recognition for its authorizations. Part 141 FAA training programs are more appealing both domestically and internationally, for a variety of reasons. It is common for many authorities within the aviation or helicopter industries around the world to require a pilot to complete Part 141 before pursuing a career as a pilot.",Active,For Profit,,,2008-01-01,year,"Aerospace, Air Transportation, Education, Training"
EnrGies,https://www.crunchbase.com/organization/enrgies,"Huntsville, Alabama, United States",,Active,For Profit,,,2005-01-01,day,"Aerospace, Professional Services, Software"
XP Services,https://www.crunchbase.com/organization/xp-services,"Tullahoma, Tennessee, United States",,Active,For Profit,,,2005-01-01,year,"Aerospace, Consulting, Product Research, Simulation"
Muskogee Technology,https://www.crunchbase.com/organization/muskogee-technology,"Atmore, Alabama, United States","Muskogee Technology manufactures goods and provides services to help meet the needs of the defense, oil and gas, and aerospace-related industries. It provides a full range of manufacturing technology and fabrication services including composite cutting/kitting services, inventory management, various levels of metal fabrication, CNC precision machining, and others.",Active,For Profit,,,2008-01-01,year,"Aerospace, Industrial Manufacturing, Machinery Manufacturing, Manufacturing"
Aviation Maintenance Professionals,https://www.crunchbase.com/organization/aviation-maintenance-professionals,"Arlington, Texas, United States","Aviation Maintenance Professionals provides combined services, including AOG, airframe maintenance, avionics, interior refurbishment, paint services, and APU support services. They offer DOM services and tracking services to meet the individual needs.",Active,For Profit,,,2008-01-01,year,"Aerospace, Mechanical Engineering, Service Industry"
Aeronautix,https://www.crunchbase.com/organization/aeronautix,"Wichita, Kansas, United States",,Active,For Profit,,,2006-01-01,year,"Aerospace, Industrial Engineering, Manufacturing, Product Design"
Aerospace Applications North America,https://www.crunchbase.com/organization/aerospace-applications-north-america,"Houston, Texas, United States","Aerospace Applications North America specializes in human-machine interfaces. Their services include spacecraft display prototyping, user interface design, prototype hardware, data analysis, ice cubes service, and YAMCS.",Active,For Profit,,,2004-01-01,year,"Aerospace, Hardware, Software"
Performance Plus,https://www.crunchbase.com/organization/performance-plus-bfbd,"Charlo, Montana, United States",,Active,For Profit,,,2007-01-01,year,"Air Transportation, Logistics, Transportation"
Stratos Aircraft,https://www.crunchbase.com/organization/stratos-aircraft,"Redmond, Oregon, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing"
Aero8,https://www.crunchbase.com/organization/aero8,"Winston Salem, North Carolina, United States","Aero8 offers AOG support and supply chain management services. Their service include 24/7 AOG services, APU parts support, Aviation inventory valuation, Consignment inventory sales, Propeller parts support, Repair management, Turnkey purchasing services, and Special services available upon request. Their associates have vast experience, which includes supporting many types of MRO operations, airlines, corporate aviation, and government contractors.",Active,For Profit,,,2009-01-01,year,"Aerospace, Commercial, Supply Chain Management, Technical Support"
ASL Global Logistics,https://www.crunchbase.com/organization/asl-global-logistics,"Houston, Texas, United States",,Active,For Profit,,,2008-01-01,year,"Air Transportation, Freight Service, Logistics, Warehousing"
Constellation Aviation Solutions,https://www.crunchbase.com/organization/constellation-aviation-solutions,"Orlando, Florida, United States","Constellation Aviation Solutions provides engineering, safety, acquisition, implementation/deployment, and program management-related services to local, state, federal, and private sector customers.",Active,For Profit,,,2005-01-01,year,"Aerospace, Consulting, Training"
Environetix Technologies Corporation,https://www.crunchbase.com/organization/environetix-technologies-corporation,"Orono, Maine, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Consulting, Energy"
Phyre Technologies,https://www.crunchbase.com/organization/phyre-technologies,"El Cajon, California, United States","Phyre Technologies, Inc. is a privately held San Diego area based research and development company. Phyre specializes in catalyst-based oxygen removal systems for both liquids and gasses. The company has developed patented and patent pending technologies for the removal of dissolved oxygen and other gasses from various liquids. Phyre also holds patents for the removal of oxygen and fuel vapor from fuel storage vessels and fuel tanks.",Active,For Profit,,,2004-01-01,year,Aerospace
Desemco,https://www.crunchbase.com/organization/desemco,"Marietta, Georgia, United States","Desemco manufactures aerospace parts and assemblies, complex contoured surfaces, and tool design. Their products include simple to complex prototypes and production parts in titanium, aluminum, and hard metals for airframes, turbines, and control systems.",Active,For Profit,,,2008-01-01,year,"Aerospace, Industrial, Manufacturing"
Naples Jet Center,https://www.crunchbase.com/organization/naples-jet-center,"Naples, Florida, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Air Transportation, Transportation"
Element-Y,https://www.crunchbase.com/organization/element-y,"Irvine, California, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Manufacturing, Market Research, Mechanical Engineering, Product Research"
Avenger Aerospace Solutions,https://www.crunchbase.com/organization/avenger-aerospace-solutions,"Greenville, South Carolina, United States","Avenger Aerospace Solutions specializes in structural engineering design, reverse engineering, fatigue-damage tolerance analysis, life limit extensions, maintenance programs-usage evaluations, and FAA certification approvals.",Active,For Profit,,,2004-01-01,year,"Aerospace, Manufacturing, Technical Support"
FASTPORT PASSPORT,https://www.crunchbase.com/organization/fastport-passport,"Brooklyn, New York, United States","Fastportpassport.com is a private company and is registered with the US Passport Agencies in New York, Boston, and Philadelphia. We specialize in expediting your passport and visa applications as quickly as 24 hours Nationwide. We are not a government agency or the passport office. Our business is to provide your travel documents quickly, easily, and stress-free, but customers are able to apply for passport services directly by visiting the US Government link below. As a registered passport expeditor we charge a service fee (on top) of the government fee to secure your passport in the time you requested starting as low as $79. Government fees are not included in our service plans if you choose to use the government you will only pay applicable fees. Government service (costs less) then using Fastportpassport.com",Active,For Profit,,,2003-12-01,day,"Aerospace, Customer Service, Service Industry"
AgiLynx,https://www.crunchbase.com/organization/agilynx,"Billerica, Massachusetts, United States","AgiLynx designs and manufactures avionics products for military and commercial aircraft. They can save projects thousands of engineering hours by providing a pre-designed airborne qualified product that can be customized for their application. Products are flight-worthy and qualified to industry standards. These protocol converters provide flexible data conversion between MIL-STD-1553B, ARINC 429, and discrete I/O.",Active,For Profit,,,2006-01-01,year,"Aerospace, Commercial, Customer Service, Manufacturing, Product Design, Semiconductor"
WC Transportation Services Group,https://www.crunchbase.com/organization/wc-transportation-services-group,"Clifton, New Jersey, United States",,Active,For Profit,,,2003-01-01,year,"Air Transportation, Automotive, Limousine Service, Transportation"
654LIMO,https://www.crunchbase.com/organization/654limo,"Destin, Florida, United States","654LIMO is a provider of premier luxury ground transportation. They offer the perfect transportation solution for any event, from the airport shuttle, to limousine rentals and more.",Active,For Profit,,,2003-01-01,year,"Air Transportation, Events, Limousine Service, Transportation"
Troy 7,https://www.crunchbase.com/organization/troy-7,"Huntsville, Alabama, United States",,Active,For Profit,,,2007-11-01,month,"Aerospace, Analytics, Manufacturing"
Illinois Rocstar LLC,https://www.crunchbase.com/organization/illinois-rocstar,"Champaign, Illinois, United States","Illinois Rocstar LLC produces high-performance parallel engineering software and performs computational engineering analyses for U.S. industries and government agencies. Using an evergrowing growing set of multiphysics software tools, our technical staff employ first-principles based physics for high-fidelity numerical analysis of fluid flows, combustion, materials, structures, and their interactions in complex changing geometries. Our unique combination of domain science, numerical simulation, and programming knowledge enables us to quickly and effectively develop high quality scientific software. Our competitive advantages lie in our deep knowledge of high-performance simulation and computing, future breadth of penetration of our open source tools, and the unique nature of our micromaterials modeling packages. These tools include open-source (Rocstar, IMPACT, and SLMIR), and proprietary software destined for commercial licensing (insensitive munitions and micromaterials modeling tools).",Active,For Profit,,,2007-01-01,year,"Aerospace, Software, Software Engineering"
Sunshine Shuttle & Limousine,https://www.crunchbase.com/organization/sunshine-shuttle-limousine,"Santa Rosa Beach, Florida, United States","Sunshine Shuttle & Limousine offers airport transportation like an airport shuttle. They provide transport for special events like weddings, proms, charitable events, and special occasions. They feature uniformed drivers, non-smoking vehicles, and convenient online booking. They offer clean limos, vans, buses, shuttles, and town cars with prompt, around-the-clock service. They provide 30-a airport shuttle, seaside airport shuttle, watercolor airport shuttle, and rosemary beach airport shuttle.",Active,For Profit,,,2004-01-01,year,"Air Transportation, Automotive, Service Industry, Transportation"
Libration Systems Management,https://www.crunchbase.com/organization/libration-systems-management,"Albuquerque, New Mexico, United States","Libration Systems is an employee-owned company that was established in 2006.  They have therefore been able to offer superior products and services to the aerospace industry in their manufacturing and assembly facilities in New Mexico, as well as by collaborating directly with customers. As a result, they have established themselves as a hands-on, flexible, and diverse organization that can support many aspects of developing technology programs. They have built a strong reputation by providing the highest quality products and services among their commercial, military, and government customers, ranging from flight cable design and manufacturing to the development of test tools and manufacturing spacecraft components. The company is currently in the process of being ISO 9001 certified.",Active,For Profit,,,2006-01-01,year,"Aerospace, Electronics, Manufacturing, Product Design, Service Industry"
Lunt Solar Systems,https://www.crunchbase.com/organization/lunt-solar-systems,"Tucson, Arizona, United States","Lunt Solar Systems they designs, fabricates, assembles, tests solar telescopes, and solar filters.",Active,For Profit,,,2007-01-01,year,"Aerospace, Manufacturing, Service Industry"
Silver Wings Aerospace,https://www.crunchbase.com/organization/silver-wings-aerospace,"Princeton, New Jersey, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Service Industry"
Wholesale Flights,https://www.crunchbase.com/organization/wholesale-flights,"Burlingame, California, United States","Wholesale Flights offers huge discounts on international business and first class flights. Wholesale Flights offers a personal concierge service to each client to help choose the right flight, and manually book the best deal.  People spending thousands of dollars on an international flight do not want to book through an automated system, which is why Wholesale Flights specifically caters to this need.  Book with Wholesale Flights for up to 70% off on international business class flights.",Active,For Profit,,,2007-01-10,day,"Air Transportation, Business Travel, Hospitality"
Guardian Jet Center,https://www.crunchbase.com/organization/guardian-jet-center,"Ontario, California, United States","Guardian Jet Center offers commercial or military aircraft. They provide airport hangar space, aviation fueling, onsite aircraft maintenance, cleaning, event venues, fuel, hangar space, and vendor links.",Active,For Profit,,,2004-01-01,year,"Aerospace, Customer Service, Transportation"
Private Flight Advisors,https://www.crunchbase.com/organization/private-flight-advisors,"Dedham, Massachusetts, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Air Transportation, Sales"
IntraCom Systems,https://www.crunchbase.com/organization/intracom-systems,"Malibu, California, United States","Intracom Systems develops the next generation of multi-channel software communications systems, and VCOM is a core product, which core product, VCOM, is an always on, multi-channel, multi-access matrix communications platform that can be provisioned in the cloud or on-premise. VCOM is trusted in many of the world’s most demanding communications applications across a number of industries including broadcast, aerospace, defense, and financial services.",Active,For Profit,,,2006-01-01,year,"Aerospace, Broadcasting, Business Development, Cloud Data Services, Software"
International Aviation Services,https://www.crunchbase.com/organization/international-aviation-services-fbc3,"Aurora, Colorado, United States",,Active,For Profit,,,2006-01-01,year,"Aerospace, Education, Training"
Starjets,https://www.crunchbase.com/organization/starjets,"Miami Beach, Florida, United States",,Active,For Profit,,,2005-01-01,year,"Air Transportation, Transportation, Travel"
Trident Aircraft,https://www.crunchbase.com/organization/trident-aircraft,"Easton, Maryland, United States",,Active,For Profit,,,2006-01-01,year,Air Transportation
Gateway Helicopter Tours,https://www.crunchbase.com/organization/gateway-helicopter-tours,"Greenwich, Connecticut, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Air Transportation, Tourism"
Paragon Flight,https://www.crunchbase.com/organization/paragon-flight,"Fort Myers, Florida, United States",,Active,For Profit,,,2006-01-01,year,"Aerospace, Commercial, Training"
JA Flight Training,https://www.crunchbase.com/organization/ja-flight-training,"Sugar Grove, Illinois, United States","JA Flight Training provides commercial pilot, certified airline pilot programs, southern airways flight training program, liberty university flight training program, aurora flight training, flight instruction, fleet and fleet equipment, and discovery flight courses.",Active,For Profit,,,2006-01-01,year,"Aerospace, Training"
Caylym Technologies,https://www.crunchbase.com/organization/caylym-technologies,"Fresno, California, United States","Caylym Technologies is the developer of the patent-approved guardian that stores, transports, and dispenses fresh water in a strong, easy to handle, food-grade container. Caylym Technologies mainly focus on firefighting, food, and water delivery systems.",Active,For Profit,,,2007-01-01,year,"Air Transportation, Food Delivery, Packaging Services, Public Safety"
Village Airport Van,https://www.crunchbase.com/organization/village-airport-van,"Lady Lake, Florida, United States","Village Airport Van strives to keep their operation lean and efficient. This allows them to pass savings on to passengers. They are the least expensive airport transportation in the villages. They also offer the largest service area, the most convenient service, and a customized schedule that follows the passenger's itinerary.",Active,For Profit,,,2009-01-01,year,"Air Transportation, Transportation"
Specialized Helicopters,https://www.crunchbase.com/organization/specialized-helicopters,"Watsonville, California, United States",,Active,For Profit,,,2005-01-01,year,"Air Transportation, Service Industry, Training"
Accurate Always Inc,https://www.crunchbase.com/organization/accurate-always-inc,"Half Moon Bay, California, United States","Accurate Always, based in the Silicon Valley, is a call recording technology company that delivers real-time digital voice and video recording, radio and telephone call monitoring, archival and review on their exclusive Voxida platform. Voxida is feature rich and empowers organizations to analyze their data and performance, reduce liability, achieve regulatory compliance, increase customer and staff satisfaction and train their representatives. Accurate Always is a trusted name in digital call recording for diverse industries including healthcare, aerospace, financial institutions, help desks, defense and throughout inbound and outbound customer support centers. The Voxida call recording integrated solutions from Accurate Always are at work in both the private and public sector markets, worldwide.",Active,For Profit,,Women Founded,2003-06-01,day,"Aerospace, Call Center, Government, Telecommunications"
Rotor Blade,https://www.crunchbase.com/organization/rotor-blade,"Georgetown, South Carolina, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Construction, Environmental Consulting"
National Flight Simulator,https://www.crunchbase.com/organization/national-flight-simulator,"Manchester, New Hampshire, United States",,Active,For Profit,,,2006-01-01,month,"Aerospace, Air Transportation, Training"
Eden Cryogenics,https://www.crunchbase.com/organization/eden-cryogenics,"Plain City, Ohio, United States",,Active,For Profit,,,2006-01-01,month,"Aerospace, Commercial, Industrial Manufacturing, Manufacturing"
Hedgebrook,https://www.crunchbase.com/organization/hedgebrook,"Ashland, Oregon, United States","Hedgebrook is an asset management and business development company that concentrates on mergers, acquisitions, and investments in an extensive range of international asset classes including real estate, private equity, and public securities, across market segments including aerospace, consumer, retail, energy, healthcare, and technology.",Active,For Profit,,,2004-01-01,year,"Aerospace, Asset Management, Consumer"
USA Couriers,https://www.crunchbase.com/organization/usa-couriers,"Newton, Massachusetts, United States",,Active,For Profit,,,2003-01-01,year,"Air Transportation, Courier Service, Transportation"
AvFinity LLC,https://www.crunchbase.com/organization/avfinity-llc,"Houston, Texas, United States","AvFinity develops innovative data communication solutions for the air transport industry and is a pioneer in aviation data integration. With connections to major agencies including FAA, US CBP, and CBSA, AvFinity’s product portfolio represents the ideal solution for the era of Big Data in the air transport industry.",Active,For Profit,,,2006-01-01,year,"Air Transportation, Information Technology, Software"
Avatar Airlines,https://www.crunchbase.com/organization/avatar-airlines,"Boca Raton, Florida, United States","Avatar Airlines is an airline start-up that specializes in serving high-density city pairs with point-to-point flights. Its transportation services cover cargo,  in-flight entertainment, food and beverage, advertising and branding, and baggage. Its fares and costs will be the lowest, it's capacity and profits the highest. This all made possible by the exclusive use of the Boeing 747 equipped with 581 seats along with the additional capacity to carry 70,000 lbs of containerized freight.  The company was founded in 2004 and is headquartered in Boca Raton, Florida.",Active,For Profit,,,2004-01-01,year,"Aerospace, Transportation, Travel"
Encore Flight School,https://www.crunchbase.com/organization/encore-flight-school,"Van Nuys, California, United States","Encore Flight School is a flight academy. They offer a commercial pilot training program, a fleet of aircraft and flight simulators, and flight training from private pilot licence to airline transport pilot license.",Active,For Profit,,,2008-01-01,year,"Aerospace, Fleet Management, Training"
Liberty Partners,https://www.crunchbase.com/organization/liberty-partners-fa79,"Okmulgee, Oklahoma, United States","Liberty Partners provides a hub for aircraft owners and companies. Their services include engineering, certification, upholstery and interior, and parts manufacturing and fabrication. For inquiries, telephone and email contacts are used.",Active,For Profit,,,2003-01-01,year,"Aerospace, Industrial Engineering, Mechanical Engineering"
High Performance Composites,https://www.crunchbase.com/organization/high-performance-composites,"Providence, Rhode Island, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Automotive, Industrial, Manufacturing, Military"
MoonJet Flight Support,https://www.crunchbase.com/organization/moonjet-flight-support,"Houston, Texas, United States","MoonJet Flight Support is a company that provides airline and aviation services all over the world. They servicing corporate, charter, commercial and cargo flight operations around the globe. Their comprehensive service is dependable, large, and compliant with international standards for all types of flights from A to Z, which they can ensure thanks to their extensive communication network and strong alliances throughout the world. They provide flight planning services, flight clearance and permit services, ground handling, airport transports, catering services.",Active,For Profit,,,2009-01-01,year,"Air Transportation, Public Transportation, Service Industry, Transportation"
D3 Air & Space Operations,https://www.crunchbase.com/organization/d3-air-space-operations,"Saint Augustine, Florida, United States",,Active,For Profit,,,2006-01-01,day,Aerospace
Triquetra Technologies,https://www.crunchbase.com/organization/triquetra-technologies,"Yorktown, Virginia, United States","Triquetra Technologies has become the woman owned small businesses. T2 providing Counter Intelligence, Information Technology (IT), Knowledge Management (KM), Training, Advisory & Assistance and Programmatic Support services. T2 operates on a unique business model.",Active,For Profit,,,2008-01-01,year,"Aerospace, Telecommunications"
Color My Data,https://www.crunchbase.com/organization/color-my-data,"Reno, Nevada, United States",,Active,For Profit,,,2007-04-01,month,"Aerospace, Sensor, Software"
Fletcher Aviation Consulting,https://www.crunchbase.com/organization/fletcher-aviation-consulting,"Panama City Beach, Florida, United States","Fletcher Aviation Consulting offers a variety of professional, technical, operational, and management consulting services for all sectors of the aviation business. Their services include airport planning, airport engineering, detailed project planning, environmental services, budget allocation and monitoring, project management, airspace planning, air traffic control procedures, traffic management, aircraft ground traffic planning, ramp control procedures, security planning, management and efficiency, procedural development, financial analysis, risk management, and more.",Active,For Profit,,,2009-01-01,year,"Aerospace, Consulting"
Sol Oriens,https://www.crunchbase.com/organization/sol-oriens,"Albuquerque, New Mexico, United States","Sol Oriens is a consulting firm that provides technologies and program management services for military and space applications. They also offer skills for managing portfolios, program management, weapons research and development, technology management, product engineering, and so on.",Active,For Profit,,,2005-01-01,year,"Aerospace, Consulting, Military"
Altron,https://www.crunchbase.com/organization/altron-corporation,"Ashland, Virginia, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Real Estate, Venture Capital"
ShadowAir Ltd.,https://www.crunchbase.com/organization/shadowair-ltd,"Boulder, Colorado, United States",,Active,For Profit,,,2003-01-01,day,"Aerospace, Transportation, Travel"
Club Jet,https://www.crunchbase.com/organization/club-jet,"Eden Prairie, Minnesota, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Air Transportation, Travel, Travel Accommodations"
Hangar One Avionics,https://www.crunchbase.com/organization/hangar-one-avionics,"Carlsbad, California, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Air Transportation, Technical Support"
"5891W, LLC",https://www.crunchbase.com/organization/5891w-llc,"Boca Raton, Florida, United States","We develop intelligent document recognition software to rapidly classify information and extract metadata from a wide range of document types, allowing users to search for documents that match specific criteria from a centralized platform that stores more contextual and structured information.",Active,For Profit,Private Equity,,2009-12-17,day,"Air Transportation, Artificial Intelligence, Information Technology, Internet, Machine Learning, Software"
Vx Aerospace,https://www.crunchbase.com/organization/vx-aerospace,"Morganton, North Carolina, United States",,Active,For Profit,,,2006-01-01,day,"Aerospace, Manufacturing, Product Design"
TriVector Services,https://www.crunchbase.com/organization/trivector-services,"Huntsville, Alabama, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Project Management, Simulation"
Legacy Aviation Services,https://www.crunchbase.com/organization/legacy-aviation-services,"Yukon, Oklahoma, United States",,Active,For Profit,,,2005-01-01,year,"Aerospace, Air Transportation, Interior Design"
New Century Components,https://www.crunchbase.com/organization/new-century-components,"Merritt Island, Florida, United States",,Active,For Profit,,,2004-06-18,day,"Aerospace, Transportation, Travel"
Skybound Aviation,https://www.crunchbase.com/organization/skybound-aviation,"Atlanta, Georgia, United States",,Active,For Profit,,,2006-01-01,year,"Air Transportation, Education, Rental, Training"
